cluster_id,signal_id,user,period,malicious,rules,n_samples,n_variants,representative_text,evidence_facts,context_facts,suggested_label,suggested_rationale,suggestion_conflict,label,notes
c87a3d6bb4f3_s007,c87a3d6bb4f3,GSA2720,2010-W13,no,R4,2,2,"This anomaly is supported by the triggered rule [R4], which flags atypical job-search or leak-publication site visits for the role.",F001 visits to job-search sites=27 [own~1.50 max13] [peer~3 n366],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0.50 max5] ; F004 distinct web domains visited=57 [own~63 max72] [peer~60 n366] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F006 days with recorded activity=4 [own~5 max5] [peer~4 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
c87a3d6bb4f3_s010,c87a3d6bb4f3,GSA2720,2010-W13,no,R4,2,2,This is the primary evidence driving the triggered detection rules.,F001 visits to job-search sites=27 [own~1.50 max13] [peer~3 n366],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0.50 max5] ; F004 distinct web domains visited=57 [own~63 max72] [peer~60 n366] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F006 days with recorded activity=4 [own~5 max5] [peer~4 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
c87a3d6bb4f3_s003,c87a3d6bb4f3,GSA2720,2010-W13,no,R4,1,1,"This anomaly is particularly noteworthy given that there were no visits to leak-publication sites, and their overall browsing activity was otherwise normal.",F001 visits to job-search sites=27 [own~1.50 max13] [peer~3 n366],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0.50 max5] ; F004 distinct web domains visited=57 [own~63 max72] [peer~60 n366] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F006 days with recorded activity=4 [own~5 max5] [peer~4 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
c87a3d6bb4f3_s005,c87a3d6bb4f3,GSA2720,2010-W13,no,R4,1,1,This unusual behavior is the main indicator of potential concern.,F001 visits to job-search sites=27 [own~1.50 max13] [peer~3 n366],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0.50 max5] ; F004 distinct web domains visited=57 [own~63 max72] [peer~60 n366] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F006 days with recorded activity=4 [own~5 max5] [peer~4 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
c87a3d6bb4f3_s008,c87a3d6bb4f3,GSA2720,2010-W13,no,R4,1,1,This suggests that GSA2720 may be considering a career change or looking for new opportunities.,F001 visits to job-search sites=27 [own~1.50 max13] [peer~3 n366],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0.50 max5] ; F004 distinct web domains visited=57 [own~63 max72] [peer~60 n366] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F006 days with recorded activity=4 [own~5 max5] [peer~4 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
c87a3d6bb4f3_s009,c87a3d6bb4f3,GSA2720,2010-W13,no,R4,1,1,"This is also significantly above the range of same-role peers, who averaged 3 visits this week.",F001 visits to job-search sites=27 [own~1.50 max13] [peer~3 n366],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0.50 max5] ; F004 distinct web domains visited=57 [own~63 max72] [peer~60 n366] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F006 days with recorded activity=4 [own~5 max5] [peer~4 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e5f2a202649e_s002,e5f2a202649e,SDF3082,2010-W12,no,R4,10,10,"The primary reason for this flag is the significant increase in visits to job-search sites, with 16 visits this week, which is far above their usual range and even above the average for peers in the same role.",F001 visits to job-search sites=16 [own~1 max9] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max4] [peer~1 n268] ; F004 distinct web domains visited=74 [own~71 max77] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
e5f2a202649e_s004,e5f2a202649e,SDF3082,2010-W12,no,R4,5,5,"The UEBA system flagged this week for SDF3082, a Mechanical Engineer, due to atypical browsing activity to job-search sites.",F001 visits to job-search sites=16 [own~1 max9] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max4] [peer~1 n268] ; F004 distinct web domains visited=74 [own~71 max77] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e5f2a202649e_s005,e5f2a202649e,SDF3082,2010-W12,no,R4,4,4,This anomaly is the primary evidence for the triggered detection rule.,F001 visits to job-search sites=16 [own~1 max9] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max4] [peer~1 n268] ; F004 distinct web domains visited=74 [own~71 max77] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e5f2a202649e_s001,e5f2a202649e,SDF3082,2010-W12,no,R4,3,3,"Slade Drake Faulkner, a mechanical engineer, had an unusual week in terms of browsing behavior.",F001 visits to job-search sites=16 [own~1 max9] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max4] [peer~1 n268] ; F004 distinct web domains visited=74 [own~71 max77] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e5f2a202649e_s006,e5f2a202649e,SDF3082,2010-W12,no,R4,3,3,This suggests that SDF3082 may be engaging in job-search activities that are unusual for someone in their role.,F001 visits to job-search sites=16 [own~1 max9] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max4] [peer~1 n268] ; F004 distinct web domains visited=74 [own~71 max77] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
e5f2a202649e_s007,e5f2a202649e,SDF3082,2010-W12,no,R4,2,2,"This anomaly is supported by the triggered rule R4, which detects atypical browsing behavior for the Mechanical Engineer role.",F001 visits to job-search sites=16 [own~1 max9] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max4] [peer~1 n268] ; F004 distinct web domains visited=74 [own~71 max77] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e5f2a202649e_s003,e5f2a202649e,SDF3082,2010-W12,no,R4,1,1,This suggests that Faulkner's browsing behavior is atypical for their role and may warrant further investigation.,F001 visits to job-search sites=16 [own~1 max9] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max4] [peer~1 n268] ; F004 distinct web domains visited=74 [own~71 max77] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
e7456bfb955d_s002,e7456bfb955d,VCS1196,2010-W40,no,R4,8,8,"The evidence suggests that Sears visited job-search sites 34 times this week, which is far above their typical range of 3.50 and significantly higher than the 1 average among same-role peers.",F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7456bfb955d_s007,e7456bfb955d,VCS1196,2010-W40,no,R4,6,6,"This week's activity for VCS1196, a TestEngineer, has triggered rule R4 due to an unusual number of visits to job-search sites.",F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
e7456bfb955d_s008,e7456bfb955d,VCS1196,2010-W40,no,R4,6,6,This anomaly suggests that VCS1196 may be exploring job opportunities outside of their typical behavior.,F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
e7456bfb955d_s004,e7456bfb955d,VCS1196,2010-W40,no,R4,3,3,"This is also far above the peer range of 1, among 65 peers in the same role.",F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7456bfb955d_s005,e7456bfb955d,VCS1196,2010-W40,no,R4,3,3,The lack of visits to leak-publication sites and cloud-storage sites suggests that this unusual activity is not related to other suspicious activities.,F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7456bfb955d_s009,e7456bfb955d,VCS1196,2010-W40,no,R4,3,3,The UEBA system flagged VCS1196's activity for the week of 2010-W40 due to atypical browsing behavior.,F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Misweighted,"Main clause uses causal language and cites context-only fact (F006), not an evidence fact. Rule 4 fired.",,grounded,
e7456bfb955d_s001,e7456bfb955d,VCS1196,2010-W40,no,R4,2,2,"Vaughan Clinton Sears, a TestEngineer in the 11 - TestAndEvaluation team, has been flagged for review due to unusual browsing behavior.",F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7456bfb955d_s003,e7456bfb955d,VCS1196,2010-W40,no,R4,1,1,This unusual activity is the primary evidence driving the triggered detection rules.,F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7456bfb955d_s006,e7456bfb955d,VCS1196,2010-W40,no,R4,1,1,"Overall, this week's behavior appears to be a notable departure from VCS1196's typical behavior, warranting further investigation.",F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
e7456bfb955d_s010,e7456bfb955d,VCS1196,2010-W40,no,R4,1,1,"The overall activity pattern, including the number of distinct web domains visited, workstations used, and days with recorded activity, is consistent with their usual behavior, making it unlikely that this is a result of a broader systems or network issue.",F001 visits to job-search sites=34 [own~3.50 max28] [peer~1 n65],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max3] ; F004 distinct web domains visited=73 [own~67.50 max71] [peer~67 n65] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n65] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n65] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Unverifiable,Sentence contains speculative/hedge language ('consistent with'); neither matches nor contradicts any fact; rule 5 fired.,,grounded,
e7da66637628_s003,e7da66637628,XTB2372,2011-W01,no,R2,8,7,"Specifically, 15 files were copied, which is significantly above their usual range of 3.",F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7da66637628_s002,e7da66637628,XTB2372,2011-W01,no,R2,5,5,The UEBA system flagged this week due to an elevated number of files copied to removable media.,F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
e7da66637628_s004,e7da66637628,XTB2372,2011-W01,no,R2,4,2,This anomaly is the primary evidence for the triggered rules.,F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7da66637628_s006,e7da66637628,XTB2372,2011-W01,no,R2,4,4,"This week, Xaviera Tatiana Baldwin, a technician in the SalesAndMarketing_Government team, triggered the ""Elevated number of files copied to removable media"" rule.",F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
e7da66637628_s005,e7da66637628,XTB2372,2011-W01,no,R2,2,2,This significant increase in file copying to removable media is the primary reason for the anomaly detection.,F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7da66637628_s001,e7da66637628,XTB2372,2011-W01,no,R2,1,1,"Xaviera Tatiana Baldwin, a technician in the SalesAndMarketing_Government team, had an unusual week.",F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
e7da66637628_s007,e7da66637628,XTB2372,2011-W01,no,R2,1,1,"This suggests that Xaviera may have been copying more files than usual, potentially indicating a change in their workload or behavior.",F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
e7da66637628_s008,e7da66637628,XTB2372,2011-W01,no,R2,1,1,"While there are no other concerning activity patterns, this unusual file copying behavior warrants further review to determine the purpose and potential impact of this action.",F001 files copied to removable media=15 [own~3 max10],F002 removable device connections=10 [own~6 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=34 [own~16.50 max33] ; F005 distinct workstations used=1 [own~1 max3] [peer~1 n370] ; F006 days with recorded activity=6 [own~6 max7] [peer~5 n370] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
f2ab39778d78_s002,f2ab39778d78,QAH1315,2011-W09,no,R2,9,9,"Specifically, 53 files were copied, which is significantly above their usual range of 18.50.",F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
f2ab39778d78_s001,f2ab39778d78,QAH1315,2011-W09,no,R2,5,6,"QAH1315's activity this week triggered rule R2, indicating an elevated number of files copied to removable media.",F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
f2ab39778d78_s003,f2ab39778d78,QAH1315,2011-W09,no,R2,5,4,"Quincy Alfreda Huffman, a Hardware Engineer in the Systems Engineering team, was flagged for an anomaly in their week 2011-W09.",F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
f2ab39778d78_s004,f2ab39778d78,QAH1315,2011-W09,no,R2,3,3,This suggests that Quincy may have been working on a project that required a large amount of data transfer or backup.,F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
f2ab39778d78_s005,f2ab39778d78,QAH1315,2011-W09,no,R2,1,1,"The other contextual information, such as the number of removable device connections and file operations, does not raise any immediate alarms, and Quincy's activity patterns are generally consistent with their typical behavior.",F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,Unverifiable,Sentence contains speculative/hedge language ('consistent with'); neither matches nor contradicts any fact; rule 5 fired.,,grounded,
f2ab39778d78_s006,f2ab39778d78,QAH1315,2011-W09,no,R2,1,1,This suggests that the user may have been preparing a large amount of data for transfer or storage.,F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
f2ab39778d78_s007,f2ab39778d78,QAH1315,2011-W09,no,R2,1,1,This is the primary evidence that triggered the detection rules.,F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
f2ab39778d78_s008,f2ab39778d78,QAH1315,2011-W09,no,R2,1,1,This anomaly is notable given that their overall removable device connections and file operations this week were within their typical ranges.,F001 files copied to removable media=53 [own~18.50 max33],F002 removable device connections=62 [own~52.50 max60] ; F003 removable device connections outside working hours=0 [own~0 max6] ; F004 file operations=81 [own~39.50 max59] ; F005 distinct workstations used=1 [own~1 max2] [peer~1 n100] ; F006 days with recorded activity=7 [own~6 max7] [peer~5 n100] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
